stationid,stationnumber,stationname,address1,address2,address3,address4,city,state,zip,lat,long_
603,593GB,Henderson,,2920 North Green Valley Parkway,Suite 215,,Henderson,NV,89014,36.0755,-115.082
717,593GC,Pahrump,,2100 E. Calvada Blvd.,,,Pahrump,NV,89048,36.1921,-115.973
1462,593GD,PCC Northwest,VA Northwest Primary Care,3968 N Rancho Drive,,,Las Vegas,NV,89130,,
1465,593GE,PCC Southeast,,1020 S. Boulder Highway,,,Henderson,NV,89015,,
1466,593GF,PCC Southwest,VA Southwest Primary Care,7235 S. Buffalo Drive,,,Las Vegas,NV,89113,,
1467,593GG,PCC Northeast,,4461 E Charleston Blvd.,,,Las Vegas,NV,89104,,
118,595,Lebanon,VA Medical Center,1700 South Lincoln Avenue,,,Lebanon,PA,17042,40.3109,-76.406
119,595GA,Camp Hill Outpatient Clinic,The Greater Harrisburg Outpatient Clinic,25 N 32nd Street,,,Camp Hill,PA,17011,40.2407,-76.9233
120,595GC,Lancaster,Lancaster VA OC Greenfield Corp. Ctr.,1861 Charter Lane,Suite 121,,Lancaster,PA,17604,40.0527,-76.251
622,595GD,Reading,,145 N. 6th Street,4th Floor,,Reading,PA,19601,40.3377,-75.9256
1106,595GE,York County,,2251 Eastern Blvd.,,,York,PA,17402,39.9682,-76.692
140,595GF,Pottsville/Fracksville,Schuylkill Medical Center E,700 Schulykill Manor Road,2nd Floor Suite 6,,Pottsville,PA,17901,40.6961,-76.1833
,595GF01,Frackville,Good Samaritan-Frackville,10 East Spruce Street,,,Frackville,PA,17931,,
245,596,Lexington-Leestown,VA Medical Center,2250 Leestown Rd.,,,Lexington,KY,40511,38.077,-84.541
246,596A4,Lexington-Cooper Dr,VA Medical Center,1101 Veterans Drive,,,Lexington,KY,40502,38.0294,-84.5062
1127,596GA,Somerset,,163 Tower Circle,,,Somerset,KY,42503,37.0886,-84.6201
1145,596GB,Morehead,,333 Beacon Hill Drive,Rd 100,,Morehead,KY,40351,36.1528,-86.7961
1211,596GC,Hazard/Perry County,,210 Black Gold Boulevard,#107,,Hazard,KY,41701,0,0
1238,596GD,Berea,,209 Pauline Drive,,,Berea,KY,40403,,
414,598,Central AR. Veterans HCS LR,John L. McClellan Memorial Hospital,4300 West Seventh Street,,,Little Rock,AR,72205,34.7451,-92.3218
415,598A0,Central AR. Veterans HCS NLR,Eugene J. Towbin Healthcare Center,2200 Fort Roots Drive,,,North Little Rock,AR,72114,34.7657,-92.2648
439,598GA,Mountain Home,Burnett-Lincoln-Paden Clinic,405 Buttercup Drive,,,Mountain Home,AR,72653,36.342,-92.3917
440,598GB,Eldorado,Area Hlth Ctr South AR Warner Brown Bldg,460 W. Oak Street,,,Eldorado,AR,71730,33.2137,-92.6694
441,598GC,Hot Springs,Valor Healthcare,177 Sawtooth Oak Street,,,Hot Springs,AR,71901,34.4669,-93.1416
442,598GD,Mena,,1706 Highway 71 North,,,Mena,AR,71953,34.6434,-94.1983
1224,598GE,Pine Bluff,Pine Bluff CBOC,4747 Dusty Lake Drive,,,Pine Bluff,AR,71603,,
1371,598GF,Searcy,,1120 South Main,,,Searcy,AR,72143,,
1406,598GG,Conway,,1520 East Dave Ward Drive,,,Conway,AR,72032,,
1407,598GH,Russellville,,3106 West 2nd Court,,,Russellville,AR,72801,,
592,600,Long Beach HCS,,5901 E. Seventh Street,,,Long Beach,CA,90822,33.7755,-118.118
606,600GA,Anaheim,Anaheim Professional Center,1801 W. Romneya Drive,3rd Floor Suite 304,,Anaheim,CA,92801,33.8508,-117.946
607,600GB,Santa Ana,,1506 Brookhollow Drive,Suite 100,,Santa Ana,CA,92705,33.7107,-117.886
676,600GC,Cabrillo (Long Beach),,2001 River Avenue,Building 28,,Long Beach,CA,90810,33.7918,-118.222
862,600GD,Santa Fe Springs/Whittier,,10210 Orr & Day Road,,,Santa Fe Springs,CA,90670,33.9442,-118.09
1227,600GE,Laguna Hills,Laguna Hills Veterans Health,25292 McIntyre Street,,,Laguna Hills,CA,92653,,
247,603,Louisville,VA Medical Center,800 Zorn Avenue,,,Louisville,KY,40206,38.27,-85.6937
248,603GA,Fort Knox,VA Healthcare Center,289 Ireland Ave.,Ireland Army Community Hospital,,Fort Knox,KY,40121,37.8977,-85.9428
262,603GB,New Albany IN (Southern Indiana),VA Healthcare Center New Albany,811 Northgate Blvd.,,,New Albany,IN,47150,38.3329,-85.8178
,603GB01,New Albany IN (Southern Indiana),Mental Health Clinic,821 Mt Tabor Road,,,New Albany,IN,47150,,
797,603GC,Shively (Louisville-Jefferson County),VA Healthcare Center Shively,3934 N Dixie Highway,Suite 210,,Louisville,KY,40216,38.194,-85.8069
1178,603GD,Dupont,Professional Towers,4010 Dupont Circle,Suite 100,,Louisville,KY,40207,38.2323,-85.6324
1177,603GE,Newburg,Newburg CBOC,3430 Newburg Road,Suite 200 214,,Louisville,KY,40218,38.1968,-85.6811
1239,603GF,Grayson County,,619 West Main Street,,,Clarkson,KY,42726,,
1297,603GG,Scott County,Scott County CBOC,1467 N Scott Valley Drive,,,Scottsburg,IN,47170,,
1298,603GH,Carroll County,Carroll County CBOC,1911 Highway 227,,,Carrollton,KY,41008,,
593,605,Loma Linda HCS,,11201 Benton Street,,,Loma Linda,CA,92357,34.0501,-117.252
594,605GA,Victorville,,12138 Industrial Blvd.,Suite 120,,Victorville,CA,92395,34.4721,-117.283
604,605GB,Murrieta,,28078 Baxter Road,Suite 540,,Murrieta,CA,92563,33.7124,-117.19
605,605GC,Palm Desert,,41-990 Cook Street,Bldg F Suite 1004,,Palm Desert,CA,92211,33.7455,-116.355
1067,605GD,Corona (Riverside County) CA,,800 Magnolia Street,Suite 101,,Corona,CA,92879,33.8598,-117.552
1126,605GE,Rancho Cucamonga,,8599 Haven Avenue,Suite 102,,Rancho Cucamonga,CA,91730,34.0997,-117.635
315,607,Madison WI,William S. Middleton-Memorial VH,2500 Overlook Terrace,,,Madison,WI,53705,43.0748,-89.432
697,607GC,Janesville,Janesville CBOC,2419 Morse St.,,,Janesville,WI,53545,42.6838,-89.0236
698,607GD,Baraboo,Baraboo VA Clinic,626 14th Street,,,Baraboo,WI,53913,43.4801,-88.8117
699,607GE,Beaver Dam,Beaver Dam VA Clinic,215 Corporate Drive,Plaza II,,Beaver Dam,WI,53916,43.4575,-88.8474
1147,607GF,Freeport,Freeport VA Clinic,1301 S. Kiwanis Drive,,,Freeport,IL,61032,42.2845,-89.669
316,607HA,Rockford,Rockford VA Clinic,4940 East State Street,,,Rockford,IL,61108,42.2642,-89.0208
17,608,Manchester,VA Medical Center,718 Smyth Road,,,Manchester,NH,03104,43.0116,-71.4398
18,608GA,Portsmouth,VA Portsmouth Clinic,302 Newmarket Street,,,Portsmouth,NH,03803,43.0896,-70.8182
1043,608GC,Somersworth,,200 Route 108 N.,Suite #2,,Somersworth,NH,03878,43.2479,-70.9004
1131,608GD,Conway,,71 Hobbs Street,,,Conway,NH,03818,43.9782,-71.1164
19,608HA,Tilton,Tilton CBOC,630 West Main Street,Suite 400,,Tilton,NH,03276,43.4479,-71.6034
292,610,N. Indiana HCS-Marion,N. Indiana HCS- Marion,1700 E. 38th Street,,,Marion,IN,46953,40.5237,-85.6369
293,610A4,N. Indiana HCS-Ft. Wayne,N. Indiana HCS-Ft. Wayne,2121 Lake Avenue,,,Fort Wayne,IN,46805,41.0899,-85.1109
294,610GA,South Bend,,333 W. Western Ave.,,,South Bend,IN,46601,41.6281,-86.2155
707,610GB,Muncie,,2600 W White River Blvd.,,,Muncie,IN,47303,40.2239,-85.4269
1243,610GC,Goshen,,2014 Lincolnway East,,,Goshen,IN,46526,,
1372,610GD,Peru,,750 North Broadway,,,Peru,IN,46970,,
568,612,N. California HCS-Martinez,VA Northern California Health Care System,150 Muir Rd,,,Martinez,CA,94553,37.9947,-122.112
569,612A4,N. California HCS-Sacramento,Sacramento VA Medical Center,10535 Hospital Way,,,Mather,CA,95655,38.5737,-121.296
570,612B4,Redding,Redding VA Outpatient Clinic,351 Hartnell Ave.,,,Redding,CA,96002,40.5653,-122.368
571,612BY,Oakland,Oakland VA Outpatient Clinic,2221 Martin Luther King Jr. Way,,,Oakland,CA,94612,37.8123,-122.273
,612BY01,Oakland-Behavioral Health,Oakland Behavioral Health Clinic,525 21st Street,,,Oakland,CA,94612,,
1016,612GD,Fairfield,,103 Bodin Circle,Building 778,,Travis AFB,CA,94535,38.2681,-121.961
574,612GE,Vallejo/Mare Island,Mare Island VA Outpatient Clinic,201 Walnut Avenue,,,Mare Island,CA,94592,38.1165,-122.288
575,612GF,Martinez,Martinez VA Outpatient Clinic,150 Muir Road,,,Martinez,CA,94553,37.9947,-122.112
576,612GG,Chico,Chico VA Outpatient Clinic,280 Cohasset Road,,,Chico,CA,95926,39.7518,-121.852
1101,612GH,McClellan,McClellan VA Outpatient Clinic,5342 Dudley Blvd.,,,McClellan Park,CA,95652,38.6635,-121.387
1408,612GI,Yuba City,,425 Plumas Blvd,,,Yuba City,CA,95991,,
152,613,Martinsburg,VA Medical Center Martinsburg,510 Butler Ave,,,Martinsburg,WV,25405,39.4137,-77.9162
153,613GA,Cumberland,Cumberland Community Based Outpatient Clinic,200 Glen Street,,,Cumberland,MD,21502,39.6536,-78.7588
154,613GB,Hagerstown,Hagerstown Community Based Outpatient Clinic,1101 Opal Court,,,Hagerstown,MD,21742,39.6362,-77.6965
158,613GC,Stephens City,Stephens City CBOC,170 Prosperity Drive,,,Kernstown,VA,22602,39.083,-78.2129
630,613GD,Franklin,,314 Pine Street,,,Franklin,WV,26807,38.6435,-79.331
631,613GE,Petersburg,,Rt 55 West,Grant Memorial Drive,,Petersburg,WV,26847,38.9832,-79.1307
677,613GF,Harrisonburg,,847 Cantrell Ave.,Suite 100,,Harrisonburg,VA,22801,38.4414,-78.8563
1229,613GG,Fort Detrick,,1433 Porter Street,,,Federick,MD,21702,,
249,614,Memphis,VA Medical Center,1030 Jefferson Avenue,,,Memphis,TN,38104,35.1427,-90.0265
264,614GA,Smithville,Access Family Health Services Inc.,63420 Hwy 25 North,,,Smithville,MS,38870,34.0682,-88.3994
,614GA01,Smithville MS-Tremont,"Access Family Health Services, Inc.",10103 HWY 178 W,,,Tremont,MS,38876,,
,614GA02,Smithville MS-Houlka,"Access Family Health Services, Inc.",106 Walker St,,,Houlka,MS,38850,,
,614GA03,Smithville MS-Tupelo,VA CBOC,499 Gloster Creek Villiage,Suite D-1,,Tupelo,MS,38801,,
263,614GB,Jonesboro,,1901 Wood Springs Road,,,Jonesboro,AR,72401,35.8374,-90.7037
1039,614GC,Byhalia (Marshall County),Northeastern Mississippi Healthcare,12 East Brunswick,,,Byhalia,MS,38611,34.8683,-89.6744
,614GC01,Byhalia-Mt Pleasant,,154 Mt Pleasant Road,,,Mt. Pleasant,MS,38635,,
1038,614GD,Savannah (Hardin County),,765 Florence Road,,,Savannah,TN,38372,35.2282,-88.2187
1144,614GE,Covington,Covington CBOC,3461 Austin Peay Highway,,,Memphis,TN,38128,35.2206,-89.9099
1175,614GF,Memphis-South Clinic,,1056 E. Raines Road,,,Memphis,TN,38116,35.0354,-90.0289
1260,614GG,Jackson TN,,180 Old Hickory Blvd.,Suite A,,Jackson,TN,38305,,
1290,614GH,Bolivar,,107 Tennessee Street,,,Bolivar,TN,38008,,
1291,614GI,Dyersburg,,433 East Parkview Street,,,Dyersburg,TN,38024,,
1423,614GN,Helena,,812A Newman Drive,,,Helena,AR,72342,,
346,618,Minneapolis VA HCS,Minneapolis VA HCS,One Veterans Drive,,,Minneapolis,MN,55417,44.9018,-93.2037
347,618BY,Twin Ports,Twin Ports VA Outpatient Clinic,3520 Tower Ave.,,,Superior,WI,54880,46.6979,-92.1038
348,618GA,South Central,St James VA Outpatient Clinic,1961 Premier Drive,,,St. James,MN,56001,43.9792,-94.6178
,618GA01,South Central-St James,St James VA Clinic,1212 Heckman Court,,,St James,MN,56081,,
349,618GB,Hibbing,Hibbing VA Outpatient Clinic,990 West 41st Street,Suite 78,,Hibbing,MN,55746,47.4067,-92.9262
,618GB01,Hibbing-Cook,Cook Hospital,10 SE 5th Street,,,Cook,MN,55723,,
694,618GD,Maplewood (St. Paul),Maplewood VA Clinic,2785 White Bear Ave.,Suite 210,,Maplewood,MN,55109,45.0252,-93.0183
350,618GE,Chippewa Valley,Chippewa Valley Clinic,2503 County Road I,,,Chippewa Falls,WI,54729,44.9297,-91.3911
1158,618GG,Rochester,Rochester VA Outpatient Clinic,3900 55th Street NW,,,Rochester,MN,55901,44.0102,-92.4842
1219,618GH,Hayward,Rice Lake VA Outpatient Clinic,2700A College Drive,,,Rice Lake,WI,54868,46.005,-91.4729
1373,618GI,Northwest Metro,Northwest Metro VA Outpatient Clinic,7545 Veterans Drive,,,Ransey,MN,55303,,
191,619,Montgomery,Ctrl. Alabama Veterans HCS-VAMC,215 Perry Hill Road,,,Montgomery,AL,36109,32.3784,-86.2462
192,619A4,Tuskegee,Ctrl. Alabama Veterans HCS-VAMC,2400 Hospital Road,,,Tuskegee,AL,36083,32.4416,-85.7107
193,619GA,Columbus,The Medical Arts Building,1310  13th Street,,,Columbus,GA,31906,32.4704,-84.9739
194,619GB,Dothan,,2020 Alexander Drive,,,Dothan,AL,36301,31.2123,-85.3636
1374,619GD,Wiregrass,,301 Andrews Ave.,,,Ft. Rucker,AL,36362,,
80,620,Hudson Valley HCS,VA Hudson Valley HCS VAMC Montrose NY Division,2094 Albany Post Road,,,Montrose,NY,10548,41.2398,-73.9221
81,620A4,Castle Point Division-Hudson Valley HCS,VA Hudson Valley Health Care System,Route 9-D,VAMC Castle Point NY Division,,Castle Point,NY,12511,41.5461,-73.96
96,620GA,New City (Rockland County),,345 North Main Street,,,New City,NY,10956,41.1576,-73.9848
642,620GB,Carmel (Putnam County),,1875 Route 6,,,Carmel,NY,10512,41.4278,-73.6793
645,620GD,Middletown,,110 Crystal Run Road,,,Middletown,NY,10940,41.4492,-74.3586
646,620GE,Port Jervis,,150 Pike Street,,,Port Jervis,NY,12771,41.3767,-74.6909
647,620GF,Harris (Monticello),,55 Sturgis Road,,,Monticello,NY,12701,41.6551,-74.688
648,620GG,Poughkeepsie,,488 Freedom Plains Road,Suite 120,,Poughkeepsie,NY,12603,41.6723,-73.8056
849,620GH,Eastern Dutchess (Pine Plains),,2881 Church Street,Route 199,,Pine Plains,NY,12567,41.9807,-73.6601
250,621,Mountain Home,James H. Quillen VA Medical Center,Sidney & Lamont Streets,,,Mountain Home,TN,37684,36.3105,-82.3733
256,621BY,Knoxville,William C. Tallent Outpatient Clinic,8033 Ray Mears Blvd.,,,Knoxville,TN,37919,35.9238,-84.0829
678,621GA,Rogersville,,401 Scenic Drive,Suite 201,,Rogersville,TN,37857,36.3887,-83.0134
680,621GC,Norton,,654 Hwy 58 East,,,Norton,VA,24273,36.9432,-82.6241
1281,621GG,Morristown,,925 East Morris Boulevard,,,Morristown,TN,37813,,
1303,621GI,Sevierville Clinic,Sevierville Clinic,1124 Blanton Drive,Suite 100,,Sevierville,TN,37862,,
1289,621GJ,Bristol,Preston Square,2426 Lee Highway,Suite 200,,Bristol,VA,24202,,
416,623,Muskogee,VA Medical Center,1011 Honor Heights Drive,,,Muskogee,OK,74401,35.7669,-95.4141
417,623BY,Tulsa,Ernest Childers Outpatient Clinic,9322 E 41st Street,,,Tulsa,OK,74145,36.1044,-95.8717
,623BY01,Tulsa,Tulsa Behavioral Medicine Service,10159 E 11th Street,,,Tulsa,OK,74128,,
430,623GA,Hartshorne,Hartshorne Outpatient Clinic,1429 E. Pennsylvania Ave.,,,Hartshorne,OK,74547,34.9358,-95.756
1375,623GB,Vinita,,269 S. 7th Street,,,Vinita,OK,74301,,
255,626,Middle Tennessee HCS,VA Medical Center,1310 24th Avenue South,,,Nashville,TN,37212,36.1423,-86.8046
251,626A4,Middle Tennessee HCS-Alvin C. York Division,Alvin C. York VA Medical Center,3400 Lebanon Pike,,,Murfreesboro,TN,37129,35.92,-86.3835
257,626GA,Dover,,1021 Spring Street,,,Dover,TN,37058,36.482,-87.8232
259,626GC,Bowling Green,CORPCARE,1110 Wilkinson Trace Circle,Hartland Medical Plaza,,Bowling Green,KY,42103,36.9676,-86.4286
833,626GE,Clarksville,VA Outpatient Clinic-Gateway Medical Ctr-Physicians Office,1832 Memorial Street,Suite 110,,Clarksville,TN,37043,36.5062,-87.2531
252,626GF,Chattanooga,Chattanooga VA Outpatient Clinic,150 Debra Road,6200 Building Suite 5200,,Chattanooga,TN,37411,35.0096,-85.2113
253,626GG,Tullahoma,Tullahoma VA Outpatient Clinic,225 1st Street,,,Arnold AFB,TN,37389,35.3602,-86.2137
254,626GH,Cookeville,Cookeville Veterans Primary Care Clinic,851 S Willow Ave.,Suite 108,,Cookeville,TN,38501,36.1454,-85.4806
1296,626GJ,Hopkinsville (Christian County),Hopkinsville CBOC,1102 S. Virginia Drive,,,Hopkinsville,KY,42240,,
1376,626GK,McMinnville,McMinnville CBOC,1014 S. Chancery Street,,,McMinnville,TN,37110,,
1295,626GL,Roane County,,450 South Chamberlain Ave,,,Rockwood,TN,37854,,
1377,626GM,Maury County,,833 Nashville Highway,,,Columbia,TN,38401,,
418,629,Southeast Louisiana HCS - New Orleans,VA Medical Center,1601 Perdido Street,,,New Orleans,LA,70112,29.9538,-90.0795
419,629BY,Baton Rouge,Baton Rouge Outpatient Clinic,7968 Essen Park Lane,,,Baton Rouge,LA,70809,30.4041,-91.1005
1153,629GA,Houma,,1750 Martin Luther King Jr. Blvd.,Suite 107,,Houma,LA,70360,29.612,-90.7546
1193,629GB,Hammond,,1131 South Morrison Blvd,,,Hammond,LA,70403,30.4889,-90.4824
1194,629GC,Slidell,,60491 Doss Drive,Suite B,,Slidell,LA,70460,30.287,-89.7417
1195,629GD,St. Johns,,4004 West Airline Highway,,,Reserve,LA,70084,30.0768,-90.5864
1379,629GE,Franklin,,603 Haifleigh Street,,,Franklin,LA,70538,,
1380,629GF,Bogalusa,,319 Memphis Street,,,Bogalusa,LA,70427,,
82,630,New York Harbor HCS - NY Div.,VA Medical Center,423 East 23rd Street,,,New York,NY,10010,40.7361,-73.9764
70,630A4,New York Harbor HCS-Brooklyn-Poly Pl. Campus,VA Medical Center,800 POLY PL,,,Brooklyn,NY,11209,40.6081,-74.0316
71,630A5,New York Harbor HCS-St. Albans Campus,St. Albans Extended Care Center,17901 Linden Blvd,,,Jamaica,NY,11434,40.6926,-73.768
84,630GA,Harlem,VA Harlem Care Center,55 West 125th Street,,,New York,NY,10027,40.8066,-73.9424
73,630GB,Staten Island,Staten Island Health Care center,21 Water Street,,,Staten Island,NY,10304,40.6273,-74.0753
72,630GC,Chapel St,Chapel OPC,40 Flatbush Avenue Extension,,,Brooklyn,NY,11201,40.6973,-73.9854
20,631,Central Western Massachusetts HCS,VA Medical Center,421 N MAIN ST,,,Leeds,MA,01053,42.3468,-72.7001
21,631BY,Springfield,,25 Bond Street,,,Springfield,MA,01104,42.1099,-72.6
23,631GC,Pittsfield,,73 Eagle Street,,,Pittsfield,MA,01201,42.4516,-73.2523
40,631GD,Greenfield (Franklin County),,143 Munson Street,,,Greenfield,MA,01301,42.5772,-72.6244
16,631GE,Worcester,VA Worcester Clinic,605 Lincoln Street,,,Worcester,MA,01605,42.2972,-71.7678
1041,631GF,Fitchburg,VA Fitchburg Clinic,275 Nichols Road,,,Fitchburg,MA,01420,42.5956,-71.8051
85,632,Northport,VA Medical Center,79 Middleville Road,Bldg 200,,Northport,NY,11768,40.8994,-73.3063
86,632GA,Plainview,East Meadow Clinic,2201 Hempstead Turnpike,,,East Meadow,NY,11554,40.7799,-73.4511
87,632HA,Lynbrook,Lynbrook Clinic,235 Merrick road,,,Lynbrook,NY,11563,40.6581,-73.6675
88,632HB,Riverhead,Riverhead Clinic,300 Centre Drive,,,Riverhead,NY,11901,40.927,-72.6457
89,632HC,Islip,Islip Cliniic,39 Nassau Avenue,,,Islip,NY,11751,40.7313,-73.2107
90,632HD,Patchoque,Patchogue Clinic,269 Baker Street,,,Patchogue,NY,11772,40.7694,-72.9989
92,632HF,Lindenhurst,Lindenhurst Clinic,560 N. Delaware Avenue,,,Lindenhurst,NY,11757,40.6974,-73.3739
420,635,Oklahoma City,VA Medical Center,921 NE 13th Street,,,Oklahoma City,OK,73104,35.4825,-97.4943
421,635GA,Lawton,Lawton CBOC,4303 Pitman & Thomas,,,Ft. Sill,OK,73503,34.6689,-98.4064
422,635GB,Wichita Falls,Veterans Clinic of North Texas,1800  7th Street,,,Wichita Falls,TX,76301,33.9068,-98.5061
431,635GC,Blackwell,Blackwell Family Medicine,1009 W Ferguson Ave.,,,Blackwell,OK,74631,36.705,-97.081
1151,635GD,Ada,Ada Adult Medicine Clinic,301 N Monte Vista,,,Ada,OK,74820,34.9601,-96.7584
1306,635GE,Stillwater,,320 N Perkins Road,,,Stillwater,OK,74075,,
1381,635GF,Altus,,201 S. Park Lane,,,Altus,OK,73521,,
1382,635GG,Enid,,915 E. Garriott,Suite H and G,,Enid,OK,73701,,
424,635HB,Ardmore,,2002 12th Ave. NW,Suite E,,Ardmore,OK,73401,34.1618,-97.1436
365,636,Omaha,VA NWI HCS Omaha Division,4101 Woolworth Avenue,,,Omaha,NE,68105,41.245,-95.9749
363,636A4,Grand Island,VA NWI HCS Grand Island Division,2201 N. Broadwell Avenue,,,Grand Island,NE,68803,40.9424,-98.3587
362,636A5,Lincoln,VA NWI HCS Lincoln Division,600 South 70th Street,,,Lincoln,NE,68510,40.8072,-96.6248
354,636A6,Des Moines,VA Central Iowa HCS VAMC Des Moines IA  Div,3600 30th Street,,,Des Moines,IA,50310,41.6279,-93.6589
358,636A8,Iowa City VA HCS,VA Medical Center,601 Highway 6 West,,,Iowa City,IA,52246,41.6643,-91.5469
366,636GA,Norfolk NE,,710 S 13th Street,Suite 1200,,Norfolk,NE,68701,42.0353,-97.4507
364,636GB,North Platte,VA North Platte Primary Care Clinic,600 East Francis,Suite 3,,North Platte,NE,69101,41.1224,-100.758
356,636GC,Mason City,Mason City VA Clinic,520 S. Pierce Ave,Suite 150,,Mason City,IA,50401,43.1599,-93.2608
357,636GD,Marshalltown,,101 Iowa Ave. West,,,Marshalltown,IA,50158,42.0529,-92.935
359,636GF,Bettendorf,VA Quad Cities Outpatient Clinic,2979 Victoria Street,,,Bettendorf,IA,52722,41.5534,-90.4969
360,636GG,Quincy,Quincy VA Outpatient Clinic,1707 N 12,,,Quincy,IL,62301,39.9508,-91.3968
361,636GH,Waterloo,VA Outpatient Clinic,945 Tower Park Drive,,,Waterloo,IA,50701,42.4998,-92.3947
702,636GI,Galesburg,VA Galesburg Outpatient Clinic,387 East Grove Street,,,Galesburg,IL,61401,40.9534,-90.3648
716,636GJ,Dubuque,Dubuque Outpatient Clinic-Mercy Health Center,200 Mercy Drive,,,Dubuque,IA,52001,42.4928,-90.674
1078,636GK,Fort Dodge,Fort Dodge VA Clinic,2419  2nd Avenue,,,Fort Dodge,IA,50501,42.5083,-94.1665
,636GK01,Fort Dodge,,102 N 25th Street,,,Fort Dodge,IA,50501,,
1249,636GL,Bellevue,,2501 Capehart Road,,,Bellevue,NE,68113,,
1250,636GM,Carroll,,311 South Clark Street,Suite 275,,Carroll,IA,51401,,
1251,636GN,Cedar Rapids,,2230 Wiley Blvd SW,,,Cedar Rapids,IA,52404,,
1253,636GP,Shenandoah,,512 S. Fremont Street,,,Shenandoah,IA,51601,,
1282,636GQ,Holdrege,VA Community Based Outpatient Clinic,1118 Burlington Street,,,Holdrege,NE,68949,,
1383,636GR,Knoxville,,1515 West Pleasant,,,Knoxville,IA,50138,,
1411,636GS,Ottumwa,,1009 East Pennsylvania Avenue,,,Ottumwa,IA,52501,,
1412,636GT,Sterling,Sterling CBOC,406 Avenue C,,,Sterling,IL,61081,,
1468,636GU,Decorah,,915 Short Street,,,Decorah,IA,52101,,
163,637,Asheville-Oteen,VA Medical Center,1100 Tunnel Road,,,Asheville,NC,28805,35.5876,-82.4885
1197,637GA,Franklin,,647 Wayah Street,,,Franklin,NC,28734,0,0
1384,637GB,Rutherford County (Rutherfordton),,374 Charlotte Road,,,Rutherford,NC,28139,,
577,640,Palo Alto-Palo Alto,VA Palo Alto HCS VAMC Palo Alto CA Div,3801 Miranda Avenue,,,Palo Alto,CA,94304,37.3999,-122.136
578,640A0,Palo Alto-Menlo Pk,Palo Alto HCS Menlo Park Div.,795 Willow Road,,,Menlo Park,CA,94025,37.4649,-122.158
579,640A4,Livermore,VA Palo Alto HCS Livermore Div.,4951 Arroyo Road,,,Livermore,CA,94550,37.626,-121.757
580,640BY,San Jose,VA San Jose Outpatient Clinic,80 Great Oaks Blvd.,,,San Jose,CA,95119,37.2351,-121.778
581,640GA,Palo Alto HCS- Capitola,VA Capitola Outpatient Clinic,1350 N. 41st Street,Suite 102,,Capitola,CA,95010,36.9707,-121.965
1125,640GB,Sonora (Tuolumne County),VA Sonora Outpatient Care,13663 Mono Way,,,Sonora,CA,95370,37.9746,-120.369
1385,640GC,Fremont/East Bay (Alameda County),,39199 Liberty Street,,,Fremont,CA,94538,,
582,640HA,Stockton,VA Stockton Outpatient Clinic,7777 South Freedom Road,,,French Camp,CA,95231,37.8787,-121.283
583,640HB,Modesto,VA Modesto Outpatient Clinic,1524 McHenry Ave.,Suite 315,,Modesto,CA,95350,37.666,-120.994
584,640HC,Monterey,VA Monterey Outpatient Clinic,3401 Engineer Lane,,,Seaside,CA,93955,36.6511,-121.803
122,642,Philadelphia,VA Medical Center,3900 Woodland Avenue,,,Philadelphia,PA,19104,39.95,-75.1997
1472,642BU,VADOM Philadelphia,,1425-1429 Snyder Avenue,,,Philadelphia,PA,19145,,
123,642GA,Fort Dix Outpatient Clinic at Marshall Hall,Fort Dix Outpatient Clinic at Marshall Hall,8th and Alabama Streets,Building 5437,Joint Base McGuire-Dix,Lakehurst,NJ,08640,40.0105,-74.618
145,642GC,Victor J. Saracini VA Outpatient Clinic,,433 Caredean Drive,,,Horsham,PA,19044,40.2027,-75.176
1179,642GD,Gloucester County,Veterans Health Clinic at Gloucester County,211 County House Road,,,Sewell,NJ,08080,39.7786,-75.1026
499,644,Phoenix,VA Medical Center,650 E. Indian School Road,,,Phoenix,AZ,85012,33.4949,-112.066
500,644BY,Mesa,Mesa CBOC,6950 East Williams Field Road,,,Mesa,AZ,85212,33.3073,-111.684
501,644GA,Sun City,Sun City CBOC,13985 W. Grand Avenue,Suite 101,,Surprise,AZ,85374,33.599,-112.279
511,644GB,Show Low,Show Low CBOC,5171 Cub Lake Road,Bldg C,,Show Low,AZ,85901,34.2021,-110.024
1118,644GC,Buckeye,Southwest Maricopa CBOC,213 E Monroe Avenue,,,Buckeye,AZ,85326,33.4489,-112.591
1116,644GD,Payson (Gila County),,1106 North Beeline Highway,,,Payson,AZ,85541,34.2539,-111.323
1155,644GE,Thunderbird,Thunderbird CBOC,9424 N 25th Avenue,,,Phoenix,AZ,85021,0,0
1214,644GF,Globe,,5860 S. Hospital Dr.,Suite 111,,Globe,AZ,85501,0,0
125,646,Pittsburgh HCS-Univ Dr,Pittsburgh HCS VAMC Pittsburgh PA Div.,University Drive C,,,Pittsburgh,PA,15240,40.4468,-79.9617
126,646A4,Heinz Division HCS,Pittsburgh HCS VAMC Aspinwall PA Div,1010 Delafield Road,,,Pittsburgh,PA,15240,40.4969,-79.8912
127,646A5,Pittsburgh HCS-Highland Dr,Pittsburgh HCS VAMC Pittsburgh PA Div,7180 Highland Drive,,,Pittsburgh,PA,15206,40.4797,-79.9017
128,646GA,Belmont,St. Clairsville VA Clinic,103 Plaza Drive,Suite A,,St. Clairsville,OH,43950,40.0773,-80.9172
130,646GB,Westmoreland,Westmoreland CBOC,5274 Route 30,Suite10,,Greensburg,PA,15601,40.318,-79.5116
